"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Fri Jul 08 15:37:13 GMT 2022","Fri Jul 08 15:37:13 GMT 2022","428","","Operator Suite OS","","Operator Suite OS","","[It] Hazelcast CR with Persistence feature enabled should successfully restart from HotBackup data with HostPath configuration single node [hz_persistence, slow]",""
"passed","Fri Jul 08 15:37:13 GMT 2022","Fri Jul 08 15:37:57 GMT 2022","44650","","Operator Suite OS","","Operator Suite OS","","[It] Hazelcast Map Config should create Map Config with Indexes [map, fast]",""
"passed","Fri Jul 08 15:37:13 GMT 2022","Fri Jul 08 15:37:42 GMT 2022","29581","","Operator Suite OS","","Operator Suite OS","","[It] Hazelcast Map Config should create Map Config [map, fast]",""
"failed","Fri Jul 08 15:37:13 GMT 2022","Fri Jul 08 15:55:13 GMT 2022","1080335","","Operator Suite OS","","Operator Suite OS","","[It] Hazelcast Hazelcast cluster name should create a Hazelcust cluster with Cluster name: development [hz, fast]",""
"skipped","Fri Jul 08 15:37:13 GMT 2022","Fri Jul 08 15:37:13 GMT 2022","0","","Operator Suite OS","","Operator Suite OS","","[It] Hazelcast Backup should successfully start after one member restart [backup_slow, slow]",""
"passed","Fri Jul 08 15:37:13 GMT 2022","Fri Jul 08 15:37:33 GMT 2022","20915","","Operator Suite OS","","Operator Suite OS","","[It] Management-Center ManagementCenter CR without Persistence Should create ManagementCenter resources and no PVC [mc, fast]",""
"passed","Fri Jul 08 15:37:13 GMT 2022","Fri Jul 08 15:37:37 GMT 2022","24999","","Operator Suite OS","","Operator Suite OS","","[It] Hazelcast Map Config should create Map Config with correct default values [map, fast]",""
"skipped","Fri Jul 08 15:37:13 GMT 2022","Fri Jul 08 15:37:13 GMT 2022","426","","Operator Suite OS","","Operator Suite OS","","[It] Hazelcast CR with Persistence feature enabled should successfully restart from HotBackup data with HostPath configuration multiple nodes [hz_persistence, slow]",""
"skipped","Fri Jul 08 15:37:13 GMT 2022","Fri Jul 08 15:37:13 GMT 2022","471","","Operator Suite OS","","Operator Suite OS","","[It] Hazelcast Map Config with Persistence should keep the entries after a Hot Backup [map_persistence, slow]",""
"skipped","Fri Jul 08 15:37:13 GMT 2022","Fri Jul 08 15:37:13 GMT 2022","282","","Operator Suite OS","","Operator Suite OS","","[It] Hazelcast WAN should send data to another cluster [hz_wan, slow]",""
"passed","Fri Jul 08 15:37:13 GMT 2022","Fri Jul 08 15:38:44 GMT 2022","91034","","Operator Suite OS","","Operator Suite OS","","[It] Hazelcast CR with expose externally feature should create Hazelcast cluster exposed with NodePort services and allow connecting with Hazelcast smart client [hz_expose_externally, slow]",""
"skipped","Fri Jul 08 15:37:13 GMT 2022","Fri Jul 08 15:37:13 GMT 2022","427","","Operator Suite OS","","Operator Suite OS","","[It] Hazelcast CR with Persistence feature enabled Should successfully restore from external backup using Azure bucket [hz_persistence, slow]",""
"skipped","Fri Jul 08 15:37:13 GMT 2022","Fri Jul 08 15:37:13 GMT 2022","427","","Operator Suite OS","","Operator Suite OS","","[It] Hazelcast CR with Persistence feature enabled Should successfully restore from external backup using GCP bucket [hz_persistence, slow]",""
"skipped","Fri Jul 08 15:37:13 GMT 2022","Fri Jul 08 15:37:13 GMT 2022","423","","Operator Suite OS","","Operator Suite OS","","[It] Hazelcast CR with Persistence feature enabled should enable persistence for members successfully [hz_persistence, fast]",""
"skipped","Fri Jul 08 15:37:13 GMT 2022","Fri Jul 08 15:37:13 GMT 2022","422","","Operator Suite OS","","Operator Suite OS","","[It] Hazelcast CR with Persistence feature enabled Should successfully restore from external backup using AWS S3 bucket [hz_persistence, slow]",""
"passed","Fri Jul 08 15:37:13 GMT 2022","Fri Jul 08 15:37:30 GMT 2022","17722","","Operator Suite OS","","Operator Suite OS","","[It] Management-Center External API errors should be reflected to Management CR status [mc, fast]",""
"passed","Fri Jul 08 15:37:13 GMT 2022","Fri Jul 08 15:37:13 GMT 2022","0","","Operator Suite OS","","Operator Suite OS","","[AfterSuite]",""
"passed","Fri Jul 08 15:37:13 GMT 2022","Fri Jul 08 15:37:50 GMT 2022","37648","","Operator Suite OS","","Operator Suite OS","","[It] Hazelcast Map Config should update the map correctly [map, fast]",""
"passed","Fri Jul 08 15:37:13 GMT 2022","Fri Jul 08 15:37:36 GMT 2022","23423","","Operator Suite OS","","Operator Suite OS","","[It] Hazelcast Map Config with Persistence should fail when persistence of Map CR and Hazelcast CR do not match [map_persistence, fast]",""
"passed","Fri Jul 08 15:37:13 GMT 2022","Fri Jul 08 15:37:40 GMT 2022","27671","","Operator Suite OS","","Operator Suite OS","","[It] Hazelcast Map Config with Persistence should persist Map Config with Indexes [map_persistence, fast]",""
"failed","Fri Jul 08 15:37:13 GMT 2022","Fri Jul 08 15:42:49 GMT 2022","336652","","Operator Suite OS","","Operator Suite OS","","[It] Hazelcast CR with expose externally feature should create Hazelcast cluster exposed with LoadBalancer services and allow connecting with Hazelcast smart client [hz_expose_externally, slow]",""
"passed","Fri Jul 08 15:37:13 GMT 2022","Fri Jul 08 15:38:38 GMT 2022","85845","","Operator Suite OS","","Operator Suite OS","","[It] Hazelcast Hazelcast member status should update HZ ready members status [hz, slow]",""
"passed","Fri Jul 08 15:37:13 GMT 2022","Fri Jul 08 15:37:40 GMT 2022","27557","","Operator Suite OS","","Operator Suite OS","","[It] Management-Center Default ManagementCenter CR Should create ManagementCenter resources [mc, fast]",""
"failed","Fri Jul 08 15:37:13 GMT 2022","Fri Jul 08 15:55:13 GMT 2022","1080298","","Operator Suite OS","","Operator Suite OS","","[It] Hazelcast Default Hazelcast CR should create Hazelcast cluster [hz, fast]",""
"skipped","Fri Jul 08 15:37:13 GMT 2022","Fri Jul 08 15:37:13 GMT 2022","423","","Operator Suite OS","","Operator Suite OS","","[It] Hazelcast CR with Persistence feature enabled should successfully trigger HotBackup [hz_persistence, slow]",""
"passed","Fri Jul 08 15:37:13 GMT 2022","Fri Jul 08 15:37:39 GMT 2022","26673","","Operator Suite OS","","Operator Suite OS","","[It] Hazelcast Map Config should fail to update backupCount [map, fast]",""
"passed","Fri Jul 08 15:37:13 GMT 2022","Fri Jul 08 15:38:03 GMT 2022","50170","","Operator Suite OS","","Operator Suite OS","","[It] Hazelcast Hazelcast member status should update HZ detailed member status [hz, fast]",""
"skipped","Fri Jul 08 15:37:13 GMT 2022","Fri Jul 08 15:37:13 GMT 2022","0","","Operator Suite OS","","Operator Suite OS","","[It] Hazelcast Backup should restore 10 GB data after planned shutdown [backup_slow, slow]",""
"passed","Fri Jul 08 15:37:13 GMT 2022","Fri Jul 08 15:37:48 GMT 2022","35157","","Operator Suite OS","","Operator Suite OS","","[It] Hazelcast Map Config with Persistence should continue persisting last applied Map Config in case of failure [map_persistence, fast]",""
"skipped","Fri Jul 08 15:37:13 GMT 2022","Fri Jul 08 15:37:13 GMT 2022","0","","Operator Suite OS","","Operator Suite OS","","[It] Hazelcast Backup should restart successfully after shutting down Hazelcast [backup_slow, slow]",""
"passed","Fri Jul 08 15:37:13 GMT 2022","Fri Jul 08 15:39:20 GMT 2022","127011","","Operator Suite OS","","Operator Suite OS","","[It] Hazelcast CR with expose externally feature should create Hazelcast cluster and allow connecting with Hazelcast unisocket client [hz_expose_externally, slow]",""
