"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Mon Jul 11 19:41:24 GMT 2022","Mon Jul 11 19:41:24 GMT 2022","731","","Operator Suite OS","","Operator Suite OS","","[It] Hazelcast CR with Persistence feature enabled Should successfully restore from external backup using Azure bucket [hz_persistence, slow]",""
"skipped","Mon Jul 11 19:41:24 GMT 2022","Mon Jul 11 19:41:24 GMT 2022","0","","Operator Suite OS","","Operator Suite OS","","[It] Hazelcast Backup should successfully start after one member restart [backup_slow, slow]",""
"passed","Mon Jul 11 19:41:24 GMT 2022","Mon Jul 11 19:42:58 GMT 2022","94517","","Operator Suite OS","","Operator Suite OS","","[It] Hazelcast Hazelcast member status should update HZ ready members status [hz, slow]",""
"passed","Mon Jul 11 19:39:40 GMT 2022","Mon Jul 11 19:39:45 GMT 2022","5623","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast External API errors should be reflected to Hazelcast CR status [hz, fast]",""
"passed","Mon Jul 11 19:41:24 GMT 2022","Mon Jul 11 19:41:32 GMT 2022","8582","","Operator Suite OS","","Operator Suite OS","","[SynchronizedBeforeSuite]",""
"passed","Mon Jul 11 19:39:40 GMT 2022","Mon Jul 11 19:41:14 GMT 2022","94717","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast Hazelcast cluster name should create a Hazelcust cluster with Cluster name: development [hz, fast]",""
"passed","Mon Jul 11 19:39:40 GMT 2022","Mon Jul 11 19:40:16 GMT 2022","36439","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast Map Config should create Map Config [map, fast]",""
"passed","Mon Jul 11 19:39:40 GMT 2022","Mon Jul 11 19:39:49 GMT 2022","9105","","Operator Suite EE","","Operator Suite EE","","[SynchronizedBeforeSuite]",""
"passed","Mon Jul 11 19:39:40 GMT 2022","Mon Jul 11 19:40:35 GMT 2022","55479","","Operator Suite EE","","Operator Suite EE","","[It] Management-Center Default ManagementCenter CR Should create ManagementCenter resources [mc, fast]",""
"passed","Mon Jul 11 19:41:24 GMT 2022","Mon Jul 11 19:42:38 GMT 2022","74403","","Operator Suite OS","","Operator Suite OS","","[It] Hazelcast Hazelcast cluster name should create a Hazelcust cluster with Cluster name: development [hz, fast]",""
"passed","Mon Jul 11 19:39:40 GMT 2022","Mon Jul 11 19:40:27 GMT 2022","47112","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast Map Config with Persistence should persist the map successfully created configs into the configmap [map_persistence, fast]",""
"passed","Mon Jul 11 19:39:40 GMT 2022","Mon Jul 11 19:44:44 GMT 2022","304622","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast CR with Persistence feature enabled should trigger ForceStart when restart from HotBackup failed [hz_persistence, slow]",""
"passed","Mon Jul 11 19:39:40 GMT 2022","Mon Jul 11 19:40:18 GMT 2022","38904","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast Map Config with Persistence should persist Map Config with Indexes [map_persistence, fast]",""
"passed","Mon Jul 11 19:39:40 GMT 2022","Mon Jul 11 19:40:27 GMT 2022","47560","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast Hazelcast member status should update HZ detailed member status [hz, fast]",""
"skipped","Mon Jul 11 19:41:24 GMT 2022","Mon Jul 11 19:41:24 GMT 2022","734","","Operator Suite OS","","Operator Suite OS","","[It] Hazelcast CR with Persistence feature enabled should trigger ForceStart when restart from HotBackup failed [hz_persistence, slow]",""
"skipped","Mon Jul 11 19:41:24 GMT 2022","Mon Jul 11 19:41:24 GMT 2022","733","","Operator Suite OS","","Operator Suite OS","","[It] Hazelcast CR with Persistence feature enabled should successfully trigger HotBackup [hz_persistence, slow]",""
"passed","Mon Jul 11 19:39:40 GMT 2022","Mon Jul 11 19:40:27 GMT 2022","47343","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast Map Config should create Map Config with correct default values [map, fast]",""
"passed","Mon Jul 11 19:39:40 GMT 2022","Mon Jul 11 19:40:12 GMT 2022","32118","","Operator Suite EE","","Operator Suite EE","","[It] Management-Center External API errors should be reflected to Management CR status [mc, fast]",""
"passed","Mon Jul 11 19:39:40 GMT 2022","Mon Jul 11 19:39:40 GMT 2022","0","","Operator Suite EE","","Operator Suite EE","","[AfterSuite]",""
