"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Tue Jul 12 09:24:13 GMT 2022","Tue Jul 12 09:24:13 GMT 2022","914","","Operator Suite OS","","Operator Suite OS","","[It] Hazelcast CR with Persistence feature enabled should trigger ForceStart when restart from HotBackup failed [hz_persistence, slow]",""
"passed","Tue Jul 12 09:19:14 GMT 2022","Tue Jul 12 09:19:35 GMT 2022","21112","","Operator Suite EE","","Operator Suite EE","","[It] Management-Center ManagementCenter CR without Persistence Should create ManagementCenter resources and no PVC [mc, fast]",""
"passed","Tue Jul 12 09:19:14 GMT 2022","Tue Jul 12 09:20:21 GMT 2022","67037","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast CR with expose externally feature should create Hazelcast cluster and allow connecting with Hazelcast unisocket client [hz_expose_externally, slow]",""
"passed","Tue Jul 12 09:19:14 GMT 2022","Tue Jul 12 09:20:34 GMT 2022","80435","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast CR with Persistence feature enabled Should successfully restore from external backup using GCP bucket [hz_persistence, slow]",""
"skipped","Tue Jul 12 09:24:13 GMT 2022","Tue Jul 12 09:24:13 GMT 2022","0","","Operator Suite OS","","Operator Suite OS","","[It] Hazelcast Backup should successfully start after one member restart [backup_slow, slow]",""
"skipped","Tue Jul 12 09:24:13 GMT 2022","Tue Jul 12 09:24:13 GMT 2022","903","","Operator Suite OS","","Operator Suite OS","","[It] Hazelcast CR with Persistence feature enabled Should successfully restore from external backup using Azure bucket [hz_persistence, slow]",""
"skipped","Tue Jul 12 09:24:13 GMT 2022","Tue Jul 12 09:24:13 GMT 2022","904","","Operator Suite OS","","Operator Suite OS","","[It] Hazelcast CR with Persistence feature enabled Should successfully restore from external backup using AWS S3 bucket [hz_persistence, slow]",""
"skipped","Tue Jul 12 09:19:14 GMT 2022","Tue Jul 12 09:19:14 GMT 2022","0","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast Backup should restore 10 GB data after planned shutdown [backup_slow, slow]",""
"skipped","Tue Jul 12 09:24:13 GMT 2022","Tue Jul 12 09:24:13 GMT 2022","922","","Operator Suite OS","","Operator Suite OS","","[It] Hazelcast Map Config with Persistence should keep the entries after a Hot Backup [map_persistence, slow]",""
"passed","Tue Jul 12 09:19:14 GMT 2022","Tue Jul 12 09:19:51 GMT 2022","37808","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast Map Config should create Map Config with correct default values [map, fast]",""
