"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Fri Jul 08 11:39:57 GMT 2022","Fri Jul 08 11:57:57 GMT 2022","1080065","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast Default Hazelcast CR should create Hazelcast cluster [hz, fast]",""
"skipped","Fri Jul 08 11:39:57 GMT 2022","Fri Jul 08 11:39:57 GMT 2022","0","","Operator Suite EE","","Operator Suite EE","","[It] Management-Center Default ManagementCenter CR Should create ManagementCenter resources [mc, fast]",""
"skipped","Fri Jul 08 11:39:57 GMT 2022","Fri Jul 08 11:39:57 GMT 2022","0","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast CR with Persistence feature enabled Should successfully restore from external backup using Azure bucket [hz_persistence, slow]",""
"failed","Fri Jul 08 11:39:57 GMT 2022","Fri Jul 08 11:57:57 GMT 2022","1080080","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast Hazelcast cluster name should create a Hazelcust cluster with Cluster name: development [hz, fast]",""
"failed","Fri Jul 08 11:39:57 GMT 2022","Fri Jul 08 11:57:57 GMT 2022","1080066","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast Map Config should update the map correctly [map, fast]",""
"skipped","Fri Jul 08 11:39:57 GMT 2022","Fri Jul 08 11:39:57 GMT 2022","0","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast CR with expose externally feature should create Hazelcast cluster exposed with LoadBalancer services and allow connecting with Hazelcast smart client [hz_expose_externally, slow]",""
"passed","Fri Jul 08 11:39:57 GMT 2022","Fri Jul 08 11:39:57 GMT 2022","0","","Operator Suite EE","","Operator Suite EE","","[AfterSuite]",""
"skipped","Fri Jul 08 11:39:57 GMT 2022","Fri Jul 08 11:39:57 GMT 2022","0","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast CR with Persistence feature enabled should trigger ForceStart when restart from HotBackup failed [hz_persistence, slow]",""
"passed","Fri Jul 08 11:39:57 GMT 2022","Fri Jul 08 11:40:52 GMT 2022","55896","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast Map Config should create Map Config with Indexes [map, fast]",""
"passed","Fri Jul 08 11:39:57 GMT 2022","Fri Jul 08 11:40:49 GMT 2022","52782","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast Map Config with Persistence should continue persisting last applied Map Config in case of failure [map_persistence, fast]",""
"skipped","Fri Jul 08 11:39:57 GMT 2022","Fri Jul 08 11:39:57 GMT 2022","0","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast CR with Persistence feature enabled should successfully restart from HotBackup data with HostPath configuration single node [hz_persistence, slow]",""
"passed","Fri Jul 08 11:39:57 GMT 2022","Fri Jul 08 11:40:48 GMT 2022","51795","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast Map Config should create Map Config [map, fast]",""
"passed","Fri Jul 08 11:39:57 GMT 2022","Fri Jul 08 11:40:41 GMT 2022","44748","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast Map Config with Persistence should persist Map Config with Indexes [map_persistence, fast]",""
"skipped","Fri Jul 08 11:39:57 GMT 2022","Fri Jul 08 11:39:57 GMT 2022","0","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast CR with Persistence feature enabled should enable persistence for members successfully [hz_persistence, fast]",""
"passed","Fri Jul 08 11:39:57 GMT 2022","Fri Jul 08 11:40:32 GMT 2022","35192","","Operator Suite EE","","Operator Suite EE","","[SynchronizedBeforeSuite]",""
"skipped","Fri Jul 08 11:39:57 GMT 2022","Fri Jul 08 11:39:57 GMT 2022","0","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast Backup should successfully start after one member restart [backup_slow, slow]",""
"skipped","Fri Jul 08 11:39:57 GMT 2022","Fri Jul 08 11:39:57 GMT 2022","0","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast CR with Persistence feature enabled Should successfully restore from external backup using AWS S3 bucket [hz_persistence, slow]",""
"broken","Fri Jul 08 11:39:57 GMT 2022","Fri Jul 08 11:44:58 GMT 2022","301264","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast WAN should send data to another cluster [hz_wan, slow]",""
"failed","Fri Jul 08 11:39:57 GMT 2022","Fri Jul 08 11:54:58 GMT 2022","901387","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast Map Config should fail to update backupCount [map, fast]",""
"passed","Fri Jul 08 11:39:57 GMT 2022","Fri Jul 08 11:40:58 GMT 2022","61054","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast Map Config with Persistence should persist the map successfully created configs into the configmap [map_persistence, fast]",""
"failed","Fri Jul 08 11:39:57 GMT 2022","Fri Jul 08 11:57:57 GMT 2022","1080089","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast Hazelcast member status should update HZ detailed member status [hz, fast]",""
"failed","Fri Jul 08 11:39:57 GMT 2022","Fri Jul 08 11:57:57 GMT 2022","1080084","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast Map Config with Persistence should fail when persistence of Map CR and Hazelcast CR do not match [map_persistence, fast]",""
"skipped","Fri Jul 08 11:39:57 GMT 2022","Fri Jul 08 11:39:57 GMT 2022","0","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast Backup should restore 10 GB data after planned shutdown [backup_slow, slow]",""
"skipped","Fri Jul 08 11:39:57 GMT 2022","Fri Jul 08 11:39:57 GMT 2022","0","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast CR with Persistence feature enabled should successfully restart from HotBackup data with PVC configuration [hz_persistence, slow]",""
"passed","Fri Jul 08 11:39:57 GMT 2022","Fri Jul 08 11:43:16 GMT 2022","199414","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast Map Config with Persistence should keep the entries after a Hot Backup [map_persistence, slow]",""
"skipped","Fri Jul 08 11:39:57 GMT 2022","Fri Jul 08 11:39:57 GMT 2022","0","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast Backup should restart successfully after shutting down Hazelcast [backup_slow, slow]",""
"failed","Fri Jul 08 11:39:57 GMT 2022","Fri Jul 08 11:41:22 GMT 2022","85829","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast External API errors should be reflected to Hazelcast CR status [hz, fast]",""
"failed","Fri Jul 08 11:39:57 GMT 2022","Fri Jul 08 11:57:57 GMT 2022","1080064","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast Hazelcast member status should update HZ ready members status [hz, slow]",""
"skipped","Fri Jul 08 11:39:57 GMT 2022","Fri Jul 08 11:39:57 GMT 2022","0","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast CR with expose externally feature should create Hazelcast cluster and allow connecting with Hazelcast unisocket client [hz_expose_externally, slow]",""
"skipped","Fri Jul 08 11:39:57 GMT 2022","Fri Jul 08 11:39:57 GMT 2022","0","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast CR with Persistence feature enabled should successfully trigger HotBackup [hz_persistence, slow]",""
"skipped","Fri Jul 08 11:39:57 GMT 2022","Fri Jul 08 11:39:57 GMT 2022","0","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast CR with Persistence feature enabled Should successfully restore from external backup using GCP bucket [hz_persistence, slow]",""
"skipped","Fri Jul 08 11:39:57 GMT 2022","Fri Jul 08 11:39:57 GMT 2022","0","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast CR with Persistence feature enabled should successfully restart from HotBackup data with HostPath configuration multiple nodes [hz_persistence, slow]",""
"skipped","Fri Jul 08 11:39:57 GMT 2022","Fri Jul 08 11:39:57 GMT 2022","0","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast CR with expose externally feature should create Hazelcast cluster exposed with NodePort services and allow connecting with Hazelcast smart client [hz_expose_externally, slow]",""
"passed","Fri Jul 08 11:39:57 GMT 2022","Fri Jul 08 11:40:45 GMT 2022","48899","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast Map Config should create Map Config with correct default values [map, fast]",""
"skipped","Fri Jul 08 11:39:57 GMT 2022","Fri Jul 08 11:39:57 GMT 2022","0","","Operator Suite EE","","Operator Suite EE","","[It] Management-Center External API errors should be reflected to Management CR status [mc, fast]",""
"skipped","Fri Jul 08 11:39:57 GMT 2022","Fri Jul 08 11:39:57 GMT 2022","0","","Operator Suite EE","","Operator Suite EE","","[It] Management-Center ManagementCenter CR without Persistence Should create ManagementCenter resources and no PVC [mc, fast]",""
