"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Sat Jul 09 09:09:44 GMT 2022","Sat Jul 09 09:09:44 GMT 2022","474","","Operator Suite OS","","Operator Suite OS","","[It] Hazelcast CR with Persistence feature enabled should trigger ForceStart when restart from HotBackup failed [hz_persistence, slow]",""
"passed","Sat Jul 09 09:09:27 GMT 2022","Sat Jul 09 09:13:52 GMT 2022","265490","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast CR with Persistence feature enabled should trigger ForceStart when restart from HotBackup failed [hz_persistence, slow]",""
"passed","Sat Jul 09 09:09:27 GMT 2022","Sat Jul 09 09:09:53 GMT 2022","26907","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast Map Config with Persistence should persist Map Config with Indexes [map_persistence, fast]",""
"skipped","Sat Jul 09 09:09:44 GMT 2022","Sat Jul 09 09:10:00 GMT 2022","16689","","Operator Suite OS","","Operator Suite OS","","[It] Hazelcast CR with Persistence feature enabled should enable persistence for members successfully [hz_persistence, fast]",""
"skipped","Sat Jul 09 09:09:44 GMT 2022","Sat Jul 09 09:09:44 GMT 2022","0","","Operator Suite OS","","Operator Suite OS","","[It] Hazelcast Backup should successfully start after one member restart [backup_slow, slow]",""
"failed","Sat Jul 09 09:09:44 GMT 2022","Sat Jul 09 09:27:44 GMT 2022","1080350","","Operator Suite OS","","Operator Suite OS","","[It] Hazelcast Default Hazelcast CR should create Hazelcast cluster [hz, fast]",""
"skipped","Sat Jul 09 09:09:27 GMT 2022","Sat Jul 09 09:09:27 GMT 2022","0","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast CR with Persistence feature enabled Should successfully restore from external backup using AWS S3 bucket [hz_persistence, slow]",""
"passed","Sat Jul 09 09:09:27 GMT 2022","Sat Jul 09 09:12:12 GMT 2022","165430","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast Map Config with Persistence should keep the entries after a Hot Backup [map_persistence, slow]",""
"failed","Sat Jul 09 09:09:44 GMT 2022","Sat Jul 09 09:19:50 GMT 2022","606774","","Operator Suite OS","","Operator Suite OS","","[It] Hazelcast CR with expose externally feature should create Hazelcast cluster exposed with LoadBalancer services and allow connecting with Hazelcast smart client [hz_expose_externally, slow]",""
"skipped","Sat Jul 09 09:09:44 GMT 2022","Sat Jul 09 09:09:44 GMT 2022","472","","Operator Suite OS","","Operator Suite OS","","[It] Hazelcast Map Config with Persistence should keep the entries after a Hot Backup [map_persistence, slow]",""
"skipped","Sat Jul 09 09:09:44 GMT 2022","Sat Jul 09 09:09:44 GMT 2022","477","","Operator Suite OS","","Operator Suite OS","","[It] Hazelcast CR with Persistence feature enabled should successfully restart from HotBackup data with HostPath configuration single node [hz_persistence, slow]",""
"skipped","Sat Jul 09 09:09:44 GMT 2022","Sat Jul 09 09:09:44 GMT 2022","0","","Operator Suite OS","","Operator Suite OS","","[It] Hazelcast Backup should restart successfully after shutting down Hazelcast [backup_slow, slow]",""
"passed","Sat Jul 09 09:09:44 GMT 2022","Sat Jul 09 09:09:50 GMT 2022","6980","","Operator Suite OS","","Operator Suite OS","","[It] Hazelcast External API errors should be reflected to Hazelcast CR status [hz, fast]",""
"passed","Sat Jul 09 09:09:27 GMT 2022","Sat Jul 09 09:10:06 GMT 2022","39356","","Operator Suite EE","","Operator Suite EE","","[SynchronizedBeforeSuite]",""
"skipped","Sat Jul 09 09:09:44 GMT 2022","Sat Jul 09 09:09:44 GMT 2022","0","","Operator Suite OS","","Operator Suite OS","","[It] Hazelcast Backup should restore 10 GB data after planned shutdown [backup_slow, slow]",""
"passed","Sat Jul 09 09:09:27 GMT 2022","Sat Jul 09 09:12:11 GMT 2022","164686","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast CR with expose externally feature should create Hazelcast cluster exposed with LoadBalancer services and allow connecting with Hazelcast smart client [hz_expose_externally, slow]",""
"passed","Sat Jul 09 09:09:27 GMT 2022","Sat Jul 09 09:10:33 GMT 2022","66268","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast CR with Persistence feature enabled should enable persistence for members successfully [hz_persistence, fast]",""
"failed","Sat Jul 09 09:09:44 GMT 2022","Sat Jul 09 09:14:44 GMT 2022","300424","","Operator Suite OS","","Operator Suite OS","","[It] Management-Center Default ManagementCenter CR Should create ManagementCenter resources [mc, fast]",""
"passed","Sat Jul 09 09:09:27 GMT 2022","Sat Jul 09 09:09:27 GMT 2022","0","","Operator Suite EE","","Operator Suite EE","","[AfterSuite]",""
"passed","Sat Jul 09 09:09:44 GMT 2022","Sat Jul 09 09:09:44 GMT 2022","0","","Operator Suite OS","","Operator Suite OS","","[AfterSuite]",""
"failed","Sat Jul 09 09:09:27 GMT 2022","Sat Jul 09 09:27:27 GMT 2022","1080415","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast Map Config should fail to update backupCount [map, fast]",""
"failed","Sat Jul 09 09:09:27 GMT 2022","Sat Jul 09 09:23:38 GMT 2022","851076","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast Map Config should create Map Config with correct default values [map, fast]",""
"failed","Sat Jul 09 09:09:44 GMT 2022","Sat Jul 09 09:19:44 GMT 2022","600251","","Operator Suite OS","","Operator Suite OS","","[It] Hazelcast CR with expose externally feature should create Hazelcast cluster exposed with NodePort services and allow connecting with Hazelcast smart client [hz_expose_externally, slow]",""
