"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jul 08 09:33:57 GMT 2022","Fri Jul 08 09:34:45 GMT 2022","48292","","Controller Suite","","Controller Suite","","[It] Hazelcast Map Config should create Map Config with correct default values [map, fast]",""
"passed","Fri Jul 08 09:33:57 GMT 2022","Fri Jul 08 09:37:51 GMT 2022","234142","","Controller Suite","","Controller Suite","","[It] Hazelcast Map Config with Persistence should keep the entries after a Hot Backup [map_persistence, slow]",""
"passed","Fri Jul 08 09:33:57 GMT 2022","Fri Jul 08 09:34:39 GMT 2022","42749","","Controller Suite","","Controller Suite","","[It] Hazelcast Map Config with Persistence should continue persisting last applied Map Config in case of failure [map_persistence, fast]",""
"skipped","Fri Jul 08 09:33:57 GMT 2022","Fri Jul 08 09:33:57 GMT 2022","0","","Controller Suite","","Controller Suite","","[It] Hazelcast Backup should restore 10 GB data after planned shutdown [backup_slow, slow]",""
"passed","Fri Jul 08 09:33:57 GMT 2022","Fri Jul 08 09:34:36 GMT 2022","39051","","Controller Suite","","Controller Suite","","[It] Hazelcast Default Hazelcast CR should create Hazelcast cluster [hz, fast]",""
"passed","Fri Jul 08 09:33:57 GMT 2022","Fri Jul 08 09:35:00 GMT 2022","63245","","Controller Suite","","Controller Suite","","[It] Hazelcast CR with expose externally feature should create Hazelcast cluster and allow connecting with Hazelcast unisocket client [hz_expose_externally, slow]",""
"passed","Fri Jul 08 09:33:57 GMT 2022","Fri Jul 08 09:34:33 GMT 2022","36225","","Controller Suite","","Controller Suite","","[It] Hazelcast Map Config should create Map Config [map, fast]",""
"passed","Fri Jul 08 09:33:57 GMT 2022","Fri Jul 08 09:38:50 GMT 2022","293015","","Controller Suite","","Controller Suite","","[It] Hazelcast CR with Persistence feature enabled should trigger ForceStart when restart from HotBackup failed [hz_persistence, slow]",""
"passed","Fri Jul 08 09:33:57 GMT 2022","Fri Jul 08 09:34:39 GMT 2022","42562","","Controller Suite","","Controller Suite","","[It] Management-Center Default ManagementCenter CR Should create ManagementCenter resources [mc, fast]",""
"passed","Fri Jul 08 09:33:57 GMT 2022","Fri Jul 08 09:36:56 GMT 2022","179121","","Controller Suite","","Controller Suite","","[It] Hazelcast CR with Persistence feature enabled should successfully restart from HotBackup data with PVC configuration [hz_persistence, slow]",""
"passed","Fri Jul 08 09:33:57 GMT 2022","Fri Jul 08 09:35:50 GMT 2022","113187","","Controller Suite","","Controller Suite","","[It] Hazelcast WAN should send data to another cluster [hz_wan, slow]",""
"passed","Fri Jul 08 09:33:57 GMT 2022","Fri Jul 08 09:35:18 GMT 2022","81990","","Controller Suite","","Controller Suite","","[It] Hazelcast CR with Persistence feature enabled should enable persistence for members successfully [hz_persistence, fast]",""
"passed","Fri Jul 08 09:33:57 GMT 2022","Fri Jul 08 09:34:46 GMT 2022","49812","","Controller Suite","","Controller Suite","","[It] Hazelcast Map Config with Persistence should persist the map successfully created configs into the configmap [map_persistence, fast]",""
"passed","Fri Jul 08 09:33:57 GMT 2022","Fri Jul 08 09:35:18 GMT 2022","81756","","Controller Suite","","Controller Suite","","[It] Hazelcast Hazelcast member status should update HZ ready members status [hz, slow]",""
"passed","Fri Jul 08 09:33:57 GMT 2022","Fri Jul 08 09:33:57 GMT 2022","0","","Controller Suite","","Controller Suite","","[AfterSuite]",""
"passed","Fri Jul 08 09:33:57 GMT 2022","Fri Jul 08 09:34:28 GMT 2022","31159","","Controller Suite","","Controller Suite","","[It] Management-Center ManagementCenter CR without Persistence Should create ManagementCenter resources and no PVC [mc, fast]",""
