"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jul 07 10:25:12 GMT 2022","Thu Jul 07 10:25:36 GMT 2022","24034","","Controller Suite","","Controller Suite","","[SynchronizedBeforeSuite]",""
"broken","Thu Jul 07 10:25:12 GMT 2022","Thu Jul 07 11:06:45 GMT 2022","2493196","","Controller Suite","","Controller Suite","","[It] Hazelcast Map Config with Persistence should keep the entries after a Hot Backup [map_persistence, slow]",""
"passed","Thu Jul 07 10:25:12 GMT 2022","Thu Jul 07 10:25:32 GMT 2022","20263","","Controller Suite","","Controller Suite","","[It] Management-Center External API errors should be reflected to Management CR status [mc, fast]",""
"passed","Thu Jul 07 10:25:12 GMT 2022","Thu Jul 07 10:29:39 GMT 2022","267744","","Controller Suite","","Controller Suite","","[It] Hazelcast CR with Persistence feature enabled should trigger ForceStart when restart from HotBackup failed [hz_persistence, slow]",""
"failed","Thu Jul 07 10:25:12 GMT 2022","Thu Jul 07 10:35:14 GMT 2022","602149","","Controller Suite","","Controller Suite","","[It] Hazelcast CR with Persistence feature enabled should successfully restart from HotBackup data with HostPath configuration multiple nodes [hz_persistence, slow]",""
"passed","Thu Jul 07 10:25:12 GMT 2022","Thu Jul 07 10:25:49 GMT 2022","37542","","Controller Suite","","Controller Suite","","[It] Hazelcast Map Config with Persistence should persist the map successfully created configs into the configmap [map_persistence, fast]",""
"passed","Thu Jul 07 10:25:12 GMT 2022","Thu Jul 07 10:25:12 GMT 2022","0","","Controller Suite","","Controller Suite","","[AfterSuite]",""
"passed","Thu Jul 07 10:25:12 GMT 2022","Thu Jul 07 10:25:36 GMT 2022","24487","","Controller Suite","","Controller Suite","","[It] Hazelcast Map Config should fail to update backupCount [map, fast]",""
"passed","Thu Jul 07 10:25:12 GMT 2022","Thu Jul 07 10:26:10 GMT 2022","58729","","Controller Suite","","Controller Suite","","[It] Hazelcast CR with Persistence feature enabled should enable persistence for members successfully [hz_persistence, fast]",""
"skipped","Thu Jul 07 10:25:12 GMT 2022","Thu Jul 07 10:25:12 GMT 2022","0","","Controller Suite","","Controller Suite","","[It] Hazelcast Backup should restore 10 GB data after planned shutdown [backup_slow, slow]",""
"passed","Thu Jul 07 10:25:12 GMT 2022","Thu Jul 07 10:29:09 GMT 2022","237026","","Controller Suite","","Controller Suite","","[It] Management-Center Default ManagementCenter CR Should create ManagementCenter resources [mc, fast]",""
"failed","Thu Jul 07 10:25:12 GMT 2022","Thu Jul 07 10:35:59 GMT 2022","647528","","Controller Suite","","Controller Suite","","[It] Hazelcast CR with Persistence feature enabled Should successfully restore from external backup using Azure bucket [hz_persistence, slow]",""
