"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Sat Jul 09 09:26:33 GMT 2022","Sat Jul 09 09:26:33 GMT 2022","467","","Operator Suite OS","","Operator Suite OS","","[It] Hazelcast CR with Persistence feature enabled should successfully trigger HotBackup [hz_persistence, slow]",""
"passed","Sat Jul 09 09:26:42 GMT 2022","Sat Jul 09 09:26:46 GMT 2022","4826","","Operator Suite EE","","Operator Suite EE","","[SynchronizedBeforeSuite]",""
"skipped","Sat Jul 09 09:26:33 GMT 2022","Sat Jul 09 09:26:33 GMT 2022","800","","Operator Suite OS","","Operator Suite OS","","[It] Hazelcast WAN should send data to another cluster [hz_wan, slow]",""
"skipped","Sat Jul 09 09:26:33 GMT 2022","Sat Jul 09 09:26:33 GMT 2022","383","","Operator Suite OS","","Operator Suite OS","","[It] Hazelcast CR with Persistence feature enabled Should successfully restore from external backup using GCP bucket [hz_persistence, slow]",""
"passed","Sat Jul 09 09:26:42 GMT 2022","Sat Jul 09 09:28:02 GMT 2022","80452","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast CR with Persistence feature enabled Should successfully restore from external backup using AWS S3 bucket [hz_persistence, slow]",""
"passed","Sat Jul 09 09:26:42 GMT 2022","Sat Jul 09 09:27:24 GMT 2022","42823","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast Map Config with Persistence should persist the map successfully created configs into the configmap [map_persistence, fast]",""
"passed","Sat Jul 09 09:26:42 GMT 2022","Sat Jul 09 09:27:03 GMT 2022","21150","","Operator Suite EE","","Operator Suite EE","","[It] Management-Center External API errors should be reflected to Management CR status [mc, fast]",""
"passed","Sat Jul 09 09:26:42 GMT 2022","Sat Jul 09 09:27:04 GMT 2022","22435","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast Map Config should fail to update backupCount [map, fast]",""
"passed","Sat Jul 09 09:26:33 GMT 2022","Sat Jul 09 09:26:53 GMT 2022","20630","","Operator Suite OS","","Operator Suite OS","","[It] Management-Center External API errors should be reflected to Management CR status [mc, fast]",""
"skipped","Sat Jul 09 09:26:33 GMT 2022","Sat Jul 09 09:26:33 GMT 2022","0","","Operator Suite OS","","Operator Suite OS","","[It] Hazelcast Backup should restart successfully after shutting down Hazelcast [backup_slow, slow]",""
"passed","Sat Jul 09 09:26:33 GMT 2022","Sat Jul 09 09:27:03 GMT 2022","30661","","Operator Suite OS","","Operator Suite OS","","[It] Hazelcast Map Config should create Map Config with correct default values [map, fast]",""
"passed","Sat Jul 09 09:26:42 GMT 2022","Sat Jul 09 09:27:16 GMT 2022","34840","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast Hazelcast member status should update HZ detailed member status [hz, fast]",""
