"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jul 12 09:30:16 GMT 2022","Tue Jul 12 09:30:44 GMT 2022","28331","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast Hazelcast member status should update HZ detailed member status [hz, fast]",""
"passed","Tue Jul 12 09:30:16 GMT 2022","Tue Jul 12 09:30:45 GMT 2022","29415","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast Map Config should fail to update backupCount [map, fast]",""
"passed","Tue Jul 12 09:30:16 GMT 2022","Tue Jul 12 09:34:55 GMT 2022","279281","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast CR with Persistence feature enabled should successfully trigger HotBackup [hz_persistence, slow]",""
"passed","Tue Jul 12 09:30:16 GMT 2022","Tue Jul 12 09:31:48 GMT 2022","92756","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast CR with Persistence feature enabled Should successfully restore from external backup using Azure bucket [hz_persistence, slow]",""
"passed","Tue Jul 12 09:24:21 GMT 2022","Tue Jul 12 09:24:46 GMT 2022","25174","","Operator Suite OS","","Operator Suite OS","","[It] Hazelcast Map Config with Persistence should persist Map Config with Indexes [map_persistence, fast]",""
"passed","Tue Jul 12 09:24:21 GMT 2022","Tue Jul 12 09:24:44 GMT 2022","23300","","Operator Suite OS","","Operator Suite OS","","[It] Hazelcast Map Config should create Map Config with Indexes [map, fast]",""
"skipped","Tue Jul 12 09:30:16 GMT 2022","Tue Jul 12 09:30:16 GMT 2022","0","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast Backup should restore 10 GB data after planned shutdown [backup_slow, slow]",""
"skipped","Tue Jul 12 09:30:16 GMT 2022","Tue Jul 12 09:30:16 GMT 2022","0","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast Backup should successfully start after one member restart [backup_slow, slow]",""
"passed","Tue Jul 12 09:24:21 GMT 2022","Tue Jul 12 09:25:34 GMT 2022","73929","","Operator Suite OS","","Operator Suite OS","","[It] Hazelcast Hazelcast member status should update HZ ready members status [hz, slow]",""
"passed","Tue Jul 12 09:30:16 GMT 2022","Tue Jul 12 09:30:50 GMT 2022","34385","","Operator Suite EE","","Operator Suite EE","","[It] Management-Center Default ManagementCenter CR Should create ManagementCenter resources [mc, fast]",""
"passed","Tue Jul 12 09:24:21 GMT 2022","Tue Jul 12 09:24:47 GMT 2022","26127","","Operator Suite OS","","Operator Suite OS","","[It] Hazelcast Default Hazelcast CR should create Hazelcast cluster [hz, fast]",""
"passed","Tue Jul 12 09:30:16 GMT 2022","Tue Jul 12 09:31:10 GMT 2022","54327","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast Hazelcast member status should update HZ ready members status [hz, slow]",""
"skipped","Tue Jul 12 09:30:16 GMT 2022","Tue Jul 12 09:30:16 GMT 2022","0","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast Backup should restart successfully after shutting down Hazelcast [backup_slow, slow]",""
"skipped","Tue Jul 12 09:24:21 GMT 2022","Tue Jul 12 09:24:21 GMT 2022","184","","Operator Suite OS","","Operator Suite OS","","[It] Hazelcast CR with Persistence feature enabled should successfully restart from HotBackup data with HostPath configuration single node [hz_persistence, slow]",""
"skipped","Tue Jul 12 09:24:21 GMT 2022","Tue Jul 12 09:24:21 GMT 2022","184","","Operator Suite OS","","Operator Suite OS","","[It] Hazelcast CR with Persistence feature enabled should successfully restart from HotBackup data with PVC configuration [hz_persistence, slow]",""
"passed","Tue Jul 12 09:24:21 GMT 2022","Tue Jul 12 09:25:22 GMT 2022","61100","","Operator Suite OS","","Operator Suite OS","","[It] Management-Center External API errors should be reflected to Management CR status [mc, fast]",""
"passed","Tue Jul 12 09:24:21 GMT 2022","Tue Jul 12 09:24:52 GMT 2022","31258","","Operator Suite OS","","Operator Suite OS","","[It] Management-Center ManagementCenter CR without Persistence Should create ManagementCenter resources and no PVC [mc, fast]",""
"passed","Tue Jul 12 09:30:16 GMT 2022","Tue Jul 12 09:30:36 GMT 2022","20875","","Operator Suite EE","","Operator Suite EE","","[It] Management-Center ManagementCenter CR without Persistence Should create ManagementCenter resources and no PVC [mc, fast]",""
"passed","Tue Jul 12 09:30:16 GMT 2022","Tue Jul 12 09:30:36 GMT 2022","20044","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast Map Config should create Map Config [map, fast]",""
"passed","Tue Jul 12 09:24:21 GMT 2022","Tue Jul 12 09:24:25 GMT 2022","4344","","Operator Suite OS","","Operator Suite OS","","[It] Hazelcast External API errors should be reflected to Hazelcast CR status [hz, fast]",""
"skipped","Tue Jul 12 09:24:21 GMT 2022","Tue Jul 12 09:24:21 GMT 2022","0","","Operator Suite OS","","Operator Suite OS","","[It] Hazelcast Backup should restart successfully after shutting down Hazelcast [backup_slow, slow]",""
"skipped","Tue Jul 12 09:24:21 GMT 2022","Tue Jul 12 09:24:21 GMT 2022","0","","Operator Suite OS","","Operator Suite OS","","[It] Hazelcast Backup should restore 10 GB data after planned shutdown [backup_slow, slow]",""
"skipped","Tue Jul 12 09:24:21 GMT 2022","Tue Jul 12 09:24:21 GMT 2022","201","","Operator Suite OS","","Operator Suite OS","","[It] Hazelcast CR with Persistence feature enabled Should successfully restore from external backup using GCP bucket [hz_persistence, slow]",""
"passed","Tue Jul 12 09:24:21 GMT 2022","Tue Jul 12 09:25:45 GMT 2022","84681","","Operator Suite OS","","Operator Suite OS","","[It] Hazelcast CR with expose externally feature should create Hazelcast cluster exposed with NodePort services and allow connecting with Hazelcast smart client [hz_expose_externally, slow]",""
"skipped","Tue Jul 12 09:24:21 GMT 2022","Tue Jul 12 09:24:21 GMT 2022","138","","Operator Suite OS","","Operator Suite OS","","[It] Hazelcast WAN should send data to another cluster [hz_wan, slow]",""
"passed","Tue Jul 12 09:24:21 GMT 2022","Tue Jul 12 09:24:44 GMT 2022","23732","","Operator Suite OS","","Operator Suite OS","","[It] Hazelcast CR with expose externally feature should create Hazelcast cluster and allow connecting with Hazelcast unisocket client [hz_expose_externally, slow]",""
"passed","Tue Jul 12 09:30:16 GMT 2022","Tue Jul 12 09:32:15 GMT 2022","119478","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast CR with Persistence feature enabled Should successfully restore from external backup using GCP bucket [hz_persistence, slow]",""
"passed","Tue Jul 12 09:24:21 GMT 2022","Tue Jul 12 09:24:23 GMT 2022","2767","","Operator Suite OS","","Operator Suite OS","","[SynchronizedBeforeSuite]",""
"passed","Tue Jul 12 09:30:16 GMT 2022","Tue Jul 12 09:30:37 GMT 2022","21126","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast Map Config with Persistence should persist Map Config with Indexes [map_persistence, fast]",""
"skipped","Tue Jul 12 09:24:21 GMT 2022","Tue Jul 12 09:24:21 GMT 2022","188","","Operator Suite OS","","Operator Suite OS","","[It] Hazelcast CR with Persistence feature enabled Should successfully restore from external backup using Azure bucket [hz_persistence, slow]",""
"passed","Tue Jul 12 09:30:16 GMT 2022","Tue Jul 12 09:30:47 GMT 2022","31476","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast Map Config should create Map Config with correct default values [map, fast]",""
"skipped","Tue Jul 12 09:24:21 GMT 2022","Tue Jul 12 09:24:21 GMT 2022","0","","Operator Suite OS","","Operator Suite OS","","[It] Hazelcast Backup should successfully start after one member restart [backup_slow, slow]",""
"passed","Tue Jul 12 09:24:21 GMT 2022","Tue Jul 12 09:24:49 GMT 2022","28368","","Operator Suite OS","","Operator Suite OS","","[It] Hazelcast Map Config should fail to update backupCount [map, fast]",""
"passed","Tue Jul 12 09:30:16 GMT 2022","Tue Jul 12 09:33:46 GMT 2022","210878","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast CR with Persistence feature enabled should successfully restart from HotBackup data with PVC configuration [hz_persistence, slow]",""
