"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jul 07 11:02:42 GMT 2022","Thu Jul 07 11:04:43 GMT 2022","121849","","Controller Suite","","Controller Suite","","[It] Hazelcast CR with Persistence feature enabled should successfully restart from HotBackup data with PVC configuration [hz_persistence, slow]",""
"passed","Thu Jul 07 11:02:42 GMT 2022","Thu Jul 07 11:03:22 GMT 2022","40419","","Controller Suite","","Controller Suite","","[It] Hazelcast Map Config should create Map Config with correct default values [map, fast]",""
"passed","Thu Jul 07 11:02:42 GMT 2022","Thu Jul 07 11:03:49 GMT 2022","67706","","Controller Suite","","Controller Suite","","[It] Hazelcast CR with Persistence feature enabled should successfully restart from HotBackup data with HostPath configuration multiple nodes [hz_persistence, slow]",""
"passed","Thu Jul 07 11:02:42 GMT 2022","Thu Jul 07 11:03:03 GMT 2022","21272","","Controller Suite","","Controller Suite","","[It] Management-Center External API errors should be reflected to Management CR status [mc, fast]",""
"passed","Thu Jul 07 11:02:42 GMT 2022","Thu Jul 07 11:03:12 GMT 2022","30034","","Controller Suite","","Controller Suite","","[It] Hazelcast Map Config with Persistence should fail when persistence of Map CR and Hazelcast CR do not match [map_persistence, fast]",""
"passed","Thu Jul 07 11:02:42 GMT 2022","Thu Jul 07 11:04:04 GMT 2022","82098","","Controller Suite","","Controller Suite","","[It] Hazelcast CR with Persistence feature enabled Should successfully restore from external backup using AWS S3 bucket [hz_persistence, slow]",""
"failed","Thu Jul 07 11:02:42 GMT 2022","Thu Jul 07 11:13:20 GMT 2022","638963","","Controller Suite","","Controller Suite","","[It] Hazelcast CR with Persistence feature enabled Should successfully restore from external backup using GCP bucket [hz_persistence, slow]",""
"passed","Thu Jul 07 11:02:42 GMT 2022","Thu Jul 07 11:02:42 GMT 2022","0","","Controller Suite","","Controller Suite","","[AfterSuite]",""
"passed","Thu Jul 07 11:02:42 GMT 2022","Thu Jul 07 11:04:29 GMT 2022","107307","","Controller Suite","","Controller Suite","","[It] Hazelcast CR with expose externally feature should create Hazelcast cluster exposed with NodePort services and allow connecting with Hazelcast smart client [hz_expose_externally, slow]",""
"passed","Thu Jul 07 11:02:42 GMT 2022","Thu Jul 07 11:03:03 GMT 2022","21271","","Controller Suite","","Controller Suite","","[It] Management-Center ManagementCenter CR without Persistence Should create ManagementCenter resources and no PVC [mc, fast]",""
"passed","Thu Jul 07 11:02:42 GMT 2022","Thu Jul 07 11:03:14 GMT 2022","32001","","Controller Suite","","Controller Suite","","[It] Hazelcast Map Config should fail to update backupCount [map, fast]",""
"passed","Thu Jul 07 11:02:42 GMT 2022","Thu Jul 07 11:03:37 GMT 2022","55820","","Controller Suite","","Controller Suite","","[It] Hazelcast Hazelcast member status should update HZ ready members status [hz, slow]",""
"passed","Thu Jul 07 11:02:42 GMT 2022","Thu Jul 07 11:03:59 GMT 2022","77181","","Controller Suite","","Controller Suite","","[It] Hazelcast Default Hazelcast CR should create Hazelcast cluster [hz, fast]",""
"skipped","Thu Jul 07 11:02:42 GMT 2022","Thu Jul 07 11:02:42 GMT 2022","0","","Controller Suite","","Controller Suite","","[It] Hazelcast Backup should restart successfully after shutting down Hazelcast [backup_slow, slow]",""
"passed","Thu Jul 07 11:02:42 GMT 2022","Thu Jul 07 11:03:17 GMT 2022","35339","","Controller Suite","","Controller Suite","","[It] Hazelcast Map Config should create Map Config with Indexes [map, fast]",""
"skipped","Thu Jul 07 11:02:42 GMT 2022","Thu Jul 07 11:02:42 GMT 2022","0","","Controller Suite","","Controller Suite","","[It] Hazelcast Backup should restore 10 GB data after planned shutdown [backup_slow, slow]",""
"passed","Thu Jul 07 11:02:42 GMT 2022","Thu Jul 07 11:03:43 GMT 2022","61358","","Controller Suite","","Controller Suite","","[It] Hazelcast CR with Persistence feature enabled should enable persistence for members successfully [hz_persistence, fast]",""
"passed","Thu Jul 07 11:02:42 GMT 2022","Thu Jul 07 11:03:26 GMT 2022","44445","","Controller Suite","","Controller Suite","","[It] Hazelcast Hazelcast member status should update HZ detailed member status [hz, fast]",""
"passed","Thu Jul 07 11:02:42 GMT 2022","Thu Jul 07 11:02:47 GMT 2022","5539","","Controller Suite","","Controller Suite","","[It] Hazelcast External API errors should be reflected to Hazelcast CR status [hz, fast]",""
