"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jul 08 11:47:21 GMT 2022","Fri Jul 08 11:50:56 GMT 2022","215978","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast Map Config with Persistence should keep the entries after a Hot Backup [map_persistence, slow]",""
"passed","Fri Jul 08 11:47:21 GMT 2022","Fri Jul 08 11:48:08 GMT 2022","47249","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast Map Config should create Map Config with Indexes [map, fast]",""
"passed","Fri Jul 08 11:47:21 GMT 2022","Fri Jul 08 11:48:00 GMT 2022","39637","","Operator Suite EE","","Operator Suite EE","","[It] Management-Center Default ManagementCenter CR Should create ManagementCenter resources [mc, fast]",""
"skipped","Fri Jul 08 11:47:21 GMT 2022","Fri Jul 08 11:47:21 GMT 2022","0","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast Backup should restart successfully after shutting down Hazelcast [backup_slow, slow]",""
"passed","Fri Jul 08 11:47:21 GMT 2022","Fri Jul 08 11:48:10 GMT 2022","49780","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast Map Config with Persistence should persist the map successfully created configs into the configmap [map_persistence, fast]",""
"passed","Fri Jul 08 11:47:21 GMT 2022","Fri Jul 08 11:47:52 GMT 2022","31252","","Operator Suite EE","","Operator Suite EE","","[It] Management-Center External API errors should be reflected to Management CR status [mc, fast]",""
"failed","Fri Jul 08 11:47:21 GMT 2022","Fri Jul 08 11:58:01 GMT 2022","640906","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast CR with Persistence feature enabled Should successfully restore from external backup using Azure bucket [hz_persistence, slow]",""
"passed","Fri Jul 08 11:47:21 GMT 2022","Fri Jul 08 11:47:47 GMT 2022","26235","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast Map Config with Persistence should persist Map Config with Indexes [map_persistence, fast]",""
"passed","Fri Jul 08 11:47:21 GMT 2022","Fri Jul 08 11:47:30 GMT 2022","9935","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast External API errors should be reflected to Hazelcast CR status [hz, fast]",""
"skipped","Fri Jul 08 11:47:21 GMT 2022","Fri Jul 08 11:47:21 GMT 2022","0","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast Backup should successfully start after one member restart [backup_slow, slow]",""
"skipped","Fri Jul 08 11:47:21 GMT 2022","Fri Jul 08 11:47:21 GMT 2022","0","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast Backup should restore 10 GB data after planned shutdown [backup_slow, slow]",""
"passed","Fri Jul 08 11:47:21 GMT 2022","Fri Jul 08 11:48:10 GMT 2022","49714","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast Map Config should update the map correctly [map, fast]",""
"passed","Fri Jul 08 11:47:21 GMT 2022","Fri Jul 08 11:48:51 GMT 2022","90366","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast CR with Persistence feature enabled Should successfully restore from external backup using AWS S3 bucket [hz_persistence, slow]",""
"passed","Fri Jul 08 11:47:21 GMT 2022","Fri Jul 08 11:50:52 GMT 2022","211482","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast CR with Persistence feature enabled should successfully trigger HotBackup [hz_persistence, slow]",""
"passed","Fri Jul 08 11:47:21 GMT 2022","Fri Jul 08 11:48:31 GMT 2022","70694","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast CR with expose externally feature should create Hazelcast cluster exposed with NodePort services and allow connecting with Hazelcast smart client [hz_expose_externally, slow]",""
"passed","Fri Jul 08 11:47:21 GMT 2022","Fri Jul 08 11:47:57 GMT 2022","36403","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast Map Config should fail to update backupCount [map, fast]",""
"passed","Fri Jul 08 11:47:21 GMT 2022","Fri Jul 08 11:47:55 GMT 2022","34849","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast Hazelcast cluster name should create a Hazelcust cluster with Cluster name: development [hz, fast]",""
"passed","Fri Jul 08 11:47:21 GMT 2022","Fri Jul 08 11:52:26 GMT 2022","305893","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast CR with Persistence feature enabled should trigger ForceStart when restart from HotBackup failed [hz_persistence, slow]",""
"passed","Fri Jul 08 11:47:21 GMT 2022","Fri Jul 08 11:50:04 GMT 2022","163520","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast CR with Persistence feature enabled should successfully restart from HotBackup data with PVC configuration [hz_persistence, slow]",""
"passed","Fri Jul 08 11:47:21 GMT 2022","Fri Jul 08 11:48:21 GMT 2022","60030","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast CR with expose externally feature should create Hazelcast cluster and allow connecting with Hazelcast unisocket client [hz_expose_externally, slow]",""
"passed","Fri Jul 08 11:47:21 GMT 2022","Fri Jul 08 11:47:56 GMT 2022","35087","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast Map Config with Persistence should fail when persistence of Map CR and Hazelcast CR do not match [map_persistence, fast]",""
"passed","Fri Jul 08 11:47:21 GMT 2022","Fri Jul 08 11:49:15 GMT 2022","114565","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast WAN should send data to another cluster [hz_wan, slow]",""
"passed","Fri Jul 08 11:47:21 GMT 2022","Fri Jul 08 11:48:38 GMT 2022","77746","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast CR with Persistence feature enabled Should successfully restore from external backup using GCP bucket [hz_persistence, slow]",""
